ID#,2 Names, Êrelation#,name of relation,Corp #,Corp,Full name of Corporation,Type of business,Miscellaneous info
8333021,Bernardo  Larra’n,513,BoD,41,ENTEL:CI,Empresa Nacional de Telecomunicaciones S.A.,Telecoms,Prim: Colbun S.A.
170944996,Raœl  Lihn,514,BoD,41,ENTEL:CI,Empresa Nacional de Telecomunicaciones S.A.,Telecoms,
13401593,Alejandro  Rodr’guez,515,BoD,41,ENTEL:CI,Empresa Nacional de Telecomunicaciones S.A.,Telecoms,
362844,Francisco  Mackenna,516,CEO,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,
362846,Luis  Bories,517,CFO,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,
6339860,Tiberio  Dall'Olio,518,CEO,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,
23333919,Jaime  Valle,519,Ceo,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,
395889,Pablo  Lavin,520,CEO,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,
508322,Manuel  Eyzaguirre,521,Exec,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,
11213685,Fernando  Silva,522,Exec,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,
3281744,Felipe  Vergara,523,Exec,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,
8053150,Jorge  Palma,524,Exec,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,
8459345,Mart’n  GŸiraldes,525,Exec,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,
362840,Guillermo  Luksic,526,BoD,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,Prim: Banco de Chile
508695,Andronico  Craig,527,BoD,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,Prim: Sociedad Matriz del Banco de Chile
777838,Hern‡n  Buc,528,BoD,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,Prim: Banco de Chile
8053146,Matko  Maroevic,529,BoD,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,
767556,Jean-Paul  Luksic,530,BoD,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,Prim: Antofagasta plc
767559,Gonzalo  Duque,531,BoD,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,Prim: Antofagasta plc
11850519,Fernando  Berkowitz,532,BoD,42,QUINENC:CI, Quinenco S.A.,Banking&Finance,Prim: Sociedad Matriz del Banco de Chile
8077633,Arturo  Quiroz,533,GM,43,SMCHILEA:CI,Sociedad Matriz del Banco de Chile,Banking,
27675844,H_ctor  Gonz‡lez,534,Manager,43,SMCHILEA:CI,Sociedad Matriz del Banco de Chile,Banking,
508695,Andronico  Craig,535,BoD,43,SMCHILEA:CI,Sociedad Matriz del Banco de Chile,Banking,
11850519,Fernando  Berkowitz,536,BoD,43,SMCHILEA:CI,Sociedad Matriz del Banco de Chile,Banking,
1992503,Segismundo  Serrano,537,BoD,43,SMCHILEA:CI,Sociedad Matriz del Banco de Chile,Banking,
1992513,Rodrigo  Moltedo,538,BoD,43,SMCHILEA:CI,Sociedad Matriz del Banco de Chile,Banking,Prim: LQ Inversiones Financieras S.A.
371067,Jorge  Mehech,539,BoD,43,SMCHILEA:CI,Sociedad Matriz del Banco de Chile,Banking,Prim: LATAM Airlines Group S.A.
1992490,M‡ximo  Matte,540,BoD,43,SMCHILEA:CI,Sociedad Matriz del Banco de Chile,Banking,
23074868,Thomas  Freiwirth,541,BoD,43,SMCHILEA:CI,Sociedad Matriz del Banco de Chile,Banking,
1152174,Gonzalo  Duque,542,BoD,43,SMCHILEA:CI,Sociedad Matriz del Banco de Chile,Banking,"Prim: Banco Latinoamericano de Comercio Exterior, S.A"
1992492,Guillermo  Craig,543,BoD,43,SMCHILEA:CI,Sociedad Matriz del Banco de Chile,Banking,Prim: Madeco S.A.
109927685,Sebasti‡n  Rivas,544,GM,44,PUCOBRA:CI,Sociedad Punta del Cobre S.A.,Copper,
8320841,Juan  Vicu–a,545,President,44,PUCOBRA:CI,Sociedad Punta del Cobre S.A.,Copper,
26080806,Patricio  Gil,546,VP,44,PUCOBRA:CI,Sociedad Punta del Cobre S.A.,Copper,
112705106,Gonzalo  Langlois,547,BoD,44,PUCOBRA:CI,Sociedad Punta del Cobre S.A.,Copper,Prim: Pacifico V Region S.A.
8320856,Fernando  Menendez,548,BoD,44,PUCOBRA:CI,Sociedad Punta del Cobre S.A.,Copper,Prim: Almendral S.A.
61307008,Pablo  Ben’tez,549,BoD,44,PUCOBRA:CI,Sociedad Punta del Cobre S.A.,Copper,Prim: Moneda Asset Management S.A
133826652,Tom‡s  Mac-Auliffe,550,BoD,44,PUCOBRA:CI,Sociedad Punta del Cobre S.A.,Copper,Prim: Pacifico V Region S.A.
133826660,Eduardo  Mac-Auliffe,551,BoD,44,PUCOBRA:CI,Sociedad Punta del Cobre S.A.,Copper,"Prim: Banvida, S.A."
82514830,Pedro  Vicu–a,552,BoD,44,PUCOBRA:CI,Sociedad Punta del Cobre S.A.,Copper,Prim: Invernova Sa
8320892,Richard  Buc,553,BoD,44,PUCOBRA:CI,Sociedad Punta del Cobre S.A.,Copper,Prim: Empresa Nacional de Telecomunicaciones S.A.
